CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
3206,High School,Sciences,1988,Intermediate
3207,PhD,Sciences,2006,Intermediate
3208,Associate's Degree,Business,2017,Fluent
3209,High School,Arts,1979,Basic
3210,High School,Law,1992,Fluent
3211,Bachelor's Degree,Engineering,1976,Basic
3212,High School,Arts,1981,Intermediate
3213,High School,Sciences,1996,Intermediate
3214,Bachelor's Degree,Engineering,2009,Intermediate
3215,Bachelor's Degree,Law,1973,Native
3216,Master's Degree,Sciences,1974,Intermediate
3217,Bachelor's Degree,Engineering,2020,Intermediate
3218,Bachelor's Degree,Engineering,2016,Native
3219,Master's Degree,Law,2020,Fluent
3220,Associate's Degree,Arts,2011,Basic
3221,Associate's Degree,Sciences,2014,Fluent
3222,PhD,Engineering,2018,Basic
3223,High School,Business,1988,Native
3224,Master's Degree,Sciences,2007,Basic
3225,High School,Engineering,1978,Native
3226,Master's Degree,Sciences,2019,Intermediate
3227,High School,Arts,2005,Fluent
3228,High School,Law,2019,Fluent
3229,Associate's Degree,Engineering,1987,Basic
3230,Associate's Degree,Law,1996,Fluent
3231,Associate's Degree,Engineering,1976,Basic
3232,Master's Degree,Business,2003,Fluent
3233,PhD,Arts,2001,Intermediate
3234,Associate's Degree,Business,1973,Fluent
3235,PhD,Sciences,2016,Basic
3236,Bachelor's Degree,Sciences,2002,Intermediate
3237,Bachelor's Degree,Engineering,1983,Intermediate
3238,PhD,Arts,2006,Intermediate
3239,PhD,Arts,1990,Native
3240,Bachelor's Degree,Law,2019,Fluent
3241,Associate's Degree,Sciences,2007,Basic
3242,Master's Degree,Engineering,1976,Fluent
3243,Bachelor's Degree,Engineering,2007,Intermediate
3244,High School,Business,2002,Native
3245,Master's Degree,Law,1986,Fluent
3246,High School,Arts,2020,Native
3247,Bachelor's Degree,Arts,1999,Native
3248,Bachelor's Degree,Arts,1998,Intermediate
3249,Bachelor's Degree,Law,1983,Basic
3250,Master's Degree,Law,1989,Native
3251,Associate's Degree,Sciences,2018,Native
3252,Bachelor's Degree,Arts,2012,Fluent
3253,PhD,Law,1979,Native
3254,Bachelor's Degree,Sciences,1971,Fluent
3255,High School,Law,2022,Native
3256,Master's Degree,Sciences,2001,Fluent
3257,PhD,Arts,1987,Intermediate
3258,Master's Degree,Law,2004,Fluent
3259,Associate's Degree,Sciences,1978,Fluent
3260,Master's Degree,Arts,1972,Intermediate
3261,Associate's Degree,Sciences,1972,Intermediate
3262,Bachelor's Degree,Business,1987,Basic
3263,PhD,Engineering,1985,Intermediate
3264,PhD,Engineering,2009,Intermediate
3265,Associate's Degree,Arts,1976,Native
3266,Bachelor's Degree,Sciences,2009,Fluent
3267,Master's Degree,Engineering,2019,Intermediate
3268,Associate's Degree,Business,2007,Native
3269,Master's Degree,Sciences,2014,Native
3270,Master's Degree,Law,1981,Native
3271,PhD,Business,1980,Intermediate
3272,Bachelor's Degree,Engineering,1972,Intermediate
3273,Associate's Degree,Arts,1987,Fluent
3274,Associate's Degree,Engineering,1978,Fluent
3275,PhD,Engineering,1979,Basic
3276,Master's Degree,Arts,1981,Native
3277,Bachelor's Degree,Business,1974,Basic
3278,Associate's Degree,Sciences,1972,Fluent
3279,Master's Degree,Sciences,2001,Basic
3280,Associate's Degree,Engineering,2006,Fluent
3281,Associate's Degree,Law,1977,Intermediate
3282,Master's Degree,Law,1972,Native
3283,High School,Law,2005,Intermediate
3284,High School,Arts,1986,Intermediate
3285,PhD,Engineering,1980,Fluent
3286,Associate's Degree,Sciences,2013,Fluent
3287,PhD,Engineering,2005,Basic
3288,Associate's Degree,Engineering,2020,Fluent
3289,Associate's Degree,Sciences,2003,Intermediate
3290,Bachelor's Degree,Law,2018,Intermediate
3291,PhD,Arts,1994,Intermediate
3292,Associate's Degree,Sciences,2005,Fluent
3293,Associate's Degree,Arts,1972,Fluent
3294,PhD,Engineering,2011,Intermediate
3295,Associate's Degree,Arts,2010,Native
3296,Master's Degree,Engineering,2003,Basic
3297,Master's Degree,Business,2015,Basic
3298,High School,Sciences,1980,Basic
3299,Bachelor's Degree,Law,2006,Intermediate
3300,PhD,Arts,1990,Native
3301,High School,Arts,1990,Native
3302,High School,Arts,1996,Native
3303,Master's Degree,Law,1998,Native
3304,PhD,Engineering,1984,Native
3305,Associate's Degree,Sciences,2002,Fluent
3306,Associate's Degree,Sciences,1978,Native
3307,Bachelor's Degree,Law,1992,Intermediate
3308,Bachelor's Degree,Engineering,1977,Basic
3309,High School,Engineering,2013,Native
3310,PhD,Arts,1988,Fluent
3311,Bachelor's Degree,Arts,1987,Basic
3312,Master's Degree,Business,1994,Intermediate
3313,Associate's Degree,Engineering,2006,Basic
3314,High School,Arts,1975,Fluent
3315,Associate's Degree,Law,2002,Basic
3316,Bachelor's Degree,Arts,2012,Fluent
3317,Bachelor's Degree,Engineering,2002,Native
3318,Associate's Degree,Business,1999,Intermediate
3319,Master's Degree,Business,2016,Native
3320,Master's Degree,Business,1996,Intermediate
3321,PhD,Business,2015,Basic
3322,Master's Degree,Arts,1981,Intermediate
3323,Associate's Degree,Law,1995,Basic
3324,Master's Degree,Arts,1996,Fluent
3325,PhD,Sciences,1996,Basic
3326,Associate's Degree,Law,1993,Fluent
3327,Associate's Degree,Engineering,2001,Fluent
3328,Master's Degree,Engineering,1981,Native
3329,Bachelor's Degree,Engineering,2017,Intermediate
3330,Bachelor's Degree,Sciences,1971,Intermediate
3331,PhD,Arts,2016,Fluent
3332,Bachelor's Degree,Sciences,1980,Native
3333,High School,Law,1988,Native
3334,Bachelor's Degree,Arts,2021,Intermediate
3335,High School,Engineering,2017,Fluent
3336,Associate's Degree,Engineering,2014,Basic
3337,Master's Degree,Sciences,1996,Native
3338,PhD,Engineering,2007,Fluent
3339,Bachelor's Degree,Law,1994,Fluent
3340,Master's Degree,Business,1984,Native
3341,PhD,Sciences,2012,Intermediate
3342,Associate's Degree,Sciences,1972,Basic
3343,Master's Degree,Law,2008,Native
3344,Associate's Degree,Law,2005,Native
3345,Master's Degree,Arts,1983,Fluent
3346,Master's Degree,Sciences,2018,Native
3347,High School,Law,1992,Intermediate
3348,Associate's Degree,Business,1996,Native
3349,Associate's Degree,Arts,1991,Fluent
3350,Master's Degree,Sciences,1979,Fluent
3351,Bachelor's Degree,Business,1992,Native
3352,Associate's Degree,Arts,1977,Native
3353,Master's Degree,Arts,1982,Fluent
3354,PhD,Arts,1971,Intermediate
3355,High School,Arts,1985,Intermediate
3356,Bachelor's Degree,Business,2009,Native
3357,High School,Business,1984,Basic
3358,Bachelor's Degree,Sciences,1983,Native
3359,Associate's Degree,Engineering,2016,Fluent
3360,PhD,Engineering,1977,Native
3361,PhD,Engineering,2000,Intermediate
3362,Associate's Degree,Engineering,1994,Intermediate
3363,Master's Degree,Engineering,1981,Fluent
3364,Associate's Degree,Business,2017,Basic
3365,Bachelor's Degree,Business,2012,Fluent
3366,PhD,Law,1994,Fluent
3367,PhD,Business,1986,Fluent
3368,Associate's Degree,Engineering,2012,Basic
3369,Associate's Degree,Sciences,1988,Basic
3370,Associate's Degree,Engineering,2004,Fluent
3371,Master's Degree,Engineering,2001,Fluent
3372,Master's Degree,Sciences,1977,Basic
3373,Master's Degree,Law,1995,Intermediate
3374,Bachelor's Degree,Engineering,1988,Native
3375,PhD,Arts,2005,Native
3376,Bachelor's Degree,Engineering,1979,Native
3377,PhD,Engineering,2007,Basic
3378,Associate's Degree,Arts,1983,Fluent
3379,Associate's Degree,Business,1983,Native
3380,Bachelor's Degree,Arts,2009,Fluent
3381,Master's Degree,Business,1991,Fluent
3382,Bachelor's Degree,Arts,2011,Fluent
3383,Bachelor's Degree,Law,2000,Native
3384,Associate's Degree,Sciences,2004,Fluent
3385,Associate's Degree,Sciences,2015,Intermediate
3386,Bachelor's Degree,Law,1998,Fluent
3387,Master's Degree,Arts,2020,Fluent
3388,PhD,Business,1976,Basic
3389,Associate's Degree,Law,2000,Native
3390,Master's Degree,Sciences,1986,Native
3391,PhD,Engineering,2013,Native
3392,PhD,Arts,2019,Fluent
3393,High School,Engineering,1970,Intermediate
3394,Associate's Degree,Law,1970,Intermediate
3395,High School,Business,2007,Fluent
3396,High School,Sciences,1972,Fluent
3397,High School,Sciences,1999,Intermediate
3398,Associate's Degree,Sciences,1976,Basic
3399,Bachelor's Degree,Law,1993,Intermediate
3400,PhD,Law,1988,Intermediate
3401,Associate's Degree,Law,1978,Intermediate
3402,PhD,Law,1974,Fluent
3403,Associate's Degree,Business,1975,Native
3404,Associate's Degree,Business,2013,Basic
3405,Associate's Degree,Sciences,2015,Basic
3406,High School,Engineering,2021,Intermediate
3407,PhD,Law,1987,Basic
3408,High School,Business,1984,Basic
3409,Master's Degree,Arts,2003,Native
3410,Bachelor's Degree,Engineering,2022,Fluent
3411,High School,Sciences,2009,Fluent
3412,High School,Sciences,1990,Native
3413,Associate's Degree,Sciences,1982,Basic
3414,PhD,Sciences,1995,Intermediate
3415,Master's Degree,Arts,1970,Intermediate
3416,Associate's Degree,Sciences,1973,Native
3417,PhD,Engineering,2016,Native
3418,Master's Degree,Arts,1993,Basic
3419,Bachelor's Degree,Business,2001,Native
3420,PhD,Business,1989,Fluent
3421,Master's Degree,Arts,1971,Fluent
3422,High School,Engineering,2005,Fluent
3423,High School,Sciences,2011,Fluent
3424,High School,Law,1980,Native
3425,Associate's Degree,Sciences,2021,Intermediate
3426,High School,Sciences,2018,Basic
3427,Master's Degree,Engineering,2013,Basic
3428,Master's Degree,Sciences,2014,Basic
3429,High School,Sciences,2013,Intermediate
3430,PhD,Business,2014,Fluent
3431,Master's Degree,Sciences,2010,Fluent
3432,Associate's Degree,Arts,1977,Basic
3433,PhD,Engineering,1992,Native
3434,High School,Engineering,1987,Intermediate
3435,Associate's Degree,Business,1985,Basic
3436,Associate's Degree,Law,2021,Fluent
3437,High School,Arts,2011,Native
3438,Bachelor's Degree,Law,2007,Basic
3439,PhD,Law,2013,Intermediate
3440,High School,Arts,2007,Fluent
3441,PhD,Sciences,2011,Fluent
3442,Bachelor's Degree,Business,2010,Intermediate
3443,Master's Degree,Arts,1978,Native
3444,Associate's Degree,Arts,2000,Native
3445,Master's Degree,Law,2009,Basic
3446,Bachelor's Degree,Law,1971,Fluent
3447,Master's Degree,Business,2008,Native
3448,Associate's Degree,Arts,1999,Native
3449,PhD,Arts,2012,Intermediate
3450,High School,Engineering,1972,Basic
3451,Master's Degree,Business,1985,Intermediate
3452,PhD,Engineering,2007,Fluent
3453,PhD,Law,1977,Basic
3454,Master's Degree,Sciences,2018,Basic
3455,Bachelor's Degree,Sciences,1981,Basic
3456,Master's Degree,Law,2010,Fluent
3457,Associate's Degree,Business,1998,Native
3458,PhD,Business,1982,Native
3459,High School,Law,1975,Basic
3460,Associate's Degree,Engineering,1977,Intermediate
3461,Associate's Degree,Arts,1974,Fluent
3462,PhD,Sciences,1970,Intermediate
3463,Bachelor's Degree,Business,2009,Basic
3464,Associate's Degree,Business,1992,Intermediate
3465,Bachelor's Degree,Engineering,2016,Intermediate
3466,Bachelor's Degree,Engineering,1998,Native
3467,PhD,Sciences,1997,Fluent
3468,PhD,Arts,1985,Intermediate
3469,Associate's Degree,Arts,1989,Basic
3470,Master's Degree,Business,1980,Intermediate
3471,High School,Business,1980,Intermediate
3472,PhD,Arts,2003,Fluent
3473,Master's Degree,Business,1975,Intermediate
3474,Bachelor's Degree,Arts,1990,Basic
3475,High School,Business,1994,Native
3476,PhD,Law,2022,Basic
3477,PhD,Law,1980,Native
3478,PhD,Engineering,1998,Basic
3479,High School,Engineering,1970,Native
3480,Master's Degree,Law,1982,Intermediate
3481,PhD,Engineering,2001,Intermediate
3482,Master's Degree,Law,1986,Intermediate
3483,High School,Business,2014,Basic
3484,Bachelor's Degree,Arts,2021,Native
3485,High School,Engineering,1988,Fluent
3486,Master's Degree,Sciences,2002,Intermediate
3487,Bachelor's Degree,Sciences,2018,Intermediate
3488,PhD,Law,1994,Intermediate
3489,PhD,Business,2017,Basic
3490,Bachelor's Degree,Arts,1980,Intermediate
3491,Associate's Degree,Arts,1998,Native
3492,Associate's Degree,Law,1986,Native
3493,High School,Law,2013,Intermediate
3494,Bachelor's Degree,Engineering,1983,Native
3495,Bachelor's Degree,Sciences,1985,Native
3496,Master's Degree,Law,1988,Basic
3497,Bachelor's Degree,Sciences,1994,Native
3498,Bachelor's Degree,Arts,1980,Intermediate
3499,PhD,Business,1993,Fluent
3500,Master's Degree,Arts,1985,Basic
3501,Associate's Degree,Law,1994,Basic
3502,Associate's Degree,Law,2021,Native
3503,High School,Arts,2009,Basic
3504,Bachelor's Degree,Sciences,2014,Fluent
3505,Associate's Degree,Engineering,2006,Fluent
3506,Associate's Degree,Engineering,1993,Fluent
3507,Master's Degree,Engineering,2003,Basic
3508,Master's Degree,Sciences,1989,Basic
3509,PhD,Engineering,1979,Intermediate
3510,Bachelor's Degree,Engineering,2016,Intermediate
3511,Master's Degree,Arts,2004,Intermediate
3512,Associate's Degree,Law,1999,Intermediate
3513,Bachelor's Degree,Law,2006,Native
3514,Bachelor's Degree,Sciences,1971,Native
3515,High School,Sciences,2020,Intermediate
3516,High School,Engineering,2022,Native
3517,Master's Degree,Engineering,2014,Intermediate
3518,Bachelor's Degree,Business,1995,Intermediate
3519,High School,Arts,1990,Fluent
3520,Associate's Degree,Arts,2021,Basic
3521,Master's Degree,Sciences,2018,Intermediate
3522,PhD,Engineering,2017,Basic
3523,Associate's Degree,Sciences,1990,Basic
3524,Bachelor's Degree,Engineering,1986,Native
3525,Bachelor's Degree,Business,2012,Intermediate
3526,Master's Degree,Sciences,2022,Fluent
3527,Master's Degree,Engineering,1970,Native
3528,Master's Degree,Arts,2003,Native
3529,Master's Degree,Law,2016,Basic
3530,Associate's Degree,Engineering,2022,Fluent
3531,Master's Degree,Arts,1992,Fluent
3532,PhD,Business,2017,Native
3533,Bachelor's Degree,Engineering,2012,Native
3534,Associate's Degree,Engineering,1977,Intermediate
3535,Bachelor's Degree,Business,2015,Fluent
3536,Bachelor's Degree,Business,1986,Fluent
3537,Associate's Degree,Business,2005,Intermediate
3538,High School,Business,1973,Basic
3539,PhD,Law,1997,Fluent
3540,Associate's Degree,Business,2015,Fluent
3541,PhD,Arts,2020,Fluent
3542,Master's Degree,Sciences,2010,Native
3543,PhD,Engineering,2001,Native
3544,Master's Degree,Law,1997,Fluent
3545,High School,Business,2020,Intermediate
3546,High School,Sciences,1990,Native
3547,Master's Degree,Sciences,1993,Fluent
3548,High School,Business,1975,Native
3549,Bachelor's Degree,Law,1992,Intermediate
3550,Associate's Degree,Engineering,1971,Fluent
3551,PhD,Engineering,1991,Basic
3552,Associate's Degree,Law,2003,Basic
3553,Associate's Degree,Engineering,2015,Fluent
3554,Bachelor's Degree,Business,2016,Fluent
3555,Master's Degree,Law,1974,Intermediate
3556,Associate's Degree,Engineering,2013,Fluent
3557,High School,Arts,2011,Basic
3558,Bachelor's Degree,Law,1977,Fluent
3559,PhD,Arts,1988,Native
3560,Associate's Degree,Business,1993,Native
3561,Associate's Degree,Business,1972,Intermediate
3562,PhD,Sciences,2016,Native
3563,High School,Sciences,2007,Basic
3564,Bachelor's Degree,Business,1980,Intermediate
3565,Associate's Degree,Sciences,1990,Native
3566,Bachelor's Degree,Law,2018,Intermediate
3567,Bachelor's Degree,Sciences,2009,Intermediate
3568,Associate's Degree,Arts,1974,Basic
3569,Associate's Degree,Arts,2003,Fluent
3570,High School,Business,1987,Fluent
3571,Master's Degree,Law,1998,Native
3572,High School,Business,2010,Fluent
3573,High School,Business,1971,Basic
3574,PhD,Sciences,1989,Basic
3575,Master's Degree,Law,2014,Intermediate
3576,High School,Business,2009,Native
3577,PhD,Business,1983,Native
3578,Associate's Degree,Law,2013,Basic
3579,High School,Business,2022,Basic
3580,Master's Degree,Business,2009,Fluent
3581,PhD,Arts,2013,Fluent
3582,High School,Engineering,1986,Intermediate
3583,Master's Degree,Engineering,2004,Intermediate
3584,Bachelor's Degree,Law,1980,Fluent
3585,High School,Arts,2004,Basic
3586,Bachelor's Degree,Sciences,1989,Fluent
3587,High School,Law,1974,Intermediate
3588,Bachelor's Degree,Law,1990,Native
3589,Bachelor's Degree,Law,1974,Basic
3590,PhD,Engineering,2005,Native
3591,Master's Degree,Engineering,1994,Fluent
3592,Master's Degree,Law,2007,Fluent
3593,Associate's Degree,Law,1977,Fluent
3594,Associate's Degree,Law,1970,Intermediate
3595,Master's Degree,Engineering,1981,Intermediate
3596,Associate's Degree,Engineering,1979,Basic
3597,Associate's Degree,Law,1984,Basic
3598,Associate's Degree,Arts,2010,Fluent
3599,Associate's Degree,Engineering,1993,Fluent
3600,Bachelor's Degree,Engineering,2009,Native
3601,Associate's Degree,Sciences,1983,Basic
3602,Master's Degree,Sciences,2001,Fluent
3603,Associate's Degree,Law,2001,Native
3604,Bachelor's Degree,Law,2006,Fluent
3605,Associate's Degree,Law,1980,Fluent
3606,Master's Degree,Engineering,1992,Fluent
3607,Master's Degree,Business,1975,Native
3608,Bachelor's Degree,Business,1998,Fluent
3609,Associate's Degree,Engineering,1990,Fluent
3610,High School,Sciences,2022,Basic
3611,High School,Business,1990,Fluent
3612,Bachelor's Degree,Business,2012,Intermediate
3613,High School,Law,1980,Intermediate
3614,Associate's Degree,Arts,1995,Fluent
3615,Bachelor's Degree,Law,2017,Native
3616,Master's Degree,Law,2016,Native
3617,Bachelor's Degree,Business,2016,Intermediate
3618,Master's Degree,Engineering,2018,Intermediate
3619,Bachelor's Degree,Arts,1993,Fluent
3620,High School,Sciences,1984,Basic
3621,Bachelor's Degree,Arts,1991,Native
3622,PhD,Law,2020,Fluent
3623,High School,Law,1994,Basic
3624,High School,Sciences,2000,Native
3625,Bachelor's Degree,Sciences,1984,Native
3626,PhD,Business,2015,Intermediate
3627,High School,Engineering,1989,Basic
3628,PhD,Engineering,1975,Basic
3629,Bachelor's Degree,Business,1974,Intermediate
3630,Bachelor's Degree,Engineering,1988,Native
3631,High School,Engineering,1999,Native
3632,Master's Degree,Law,1991,Native
3633,Bachelor's Degree,Business,1986,Fluent
3634,Master's Degree,Engineering,2017,Intermediate
3635,PhD,Arts,1979,Native
3636,PhD,Sciences,1977,Basic
3637,Associate's Degree,Law,1986,Intermediate
3638,Associate's Degree,Business,2019,Native
3639,High School,Engineering,2004,Intermediate
3640,Associate's Degree,Sciences,2016,Native
3641,Bachelor's Degree,Sciences,2001,Basic
3642,High School,Law,1991,Basic
3643,PhD,Engineering,2004,Fluent
3644,Master's Degree,Engineering,2021,Intermediate
3645,High School,Law,1997,Intermediate
3646,PhD,Business,1987,Intermediate
3647,Master's Degree,Engineering,2008,Intermediate
3648,Bachelor's Degree,Business,1982,Native
3649,PhD,Engineering,1994,Fluent
3650,Master's Degree,Law,2011,Intermediate
3651,Associate's Degree,Arts,1991,Basic
3652,Associate's Degree,Law,1996,Intermediate
3653,PhD,Sciences,2012,Intermediate
3654,PhD,Engineering,1972,Native
